我，粉尘螨和20多种花粉的检测结果都是+++甚至++++，做皮试的时候两条胳膊肿成萝卜，一个星期才消肿[辣眼睛],1
太真实了，我还对烟过敏，一有人抽烟我就各种痒,1
我建议你们客户产品最后都加上一个价格标签，因为我真的很心动、但是又自认为买不起。,1
并不一定是带货视频，可能只是传播别人的产品文化，塑造相关企业形象。,1
我查了一下，一个被子在三四百左右,1
那么这么好用的床上用品在哪里能够买到呢？[doge],1
现在，在我直播间的家人们[doge],1
我说一个数！,1
"虽然没有老婆陪你入睡, 但还有螨虫与你共枕",1
快变！[脱单doge],1
啊！人不能，至少不应该[跪了],1
我反复翻身能压死螨虫吗[doge],1
能让螨虫周游你的全身[doge],1
你这是要在床上颠勺啊,1
你要乐死我吗。说完翻了个身,1
我都没有吃的他还想吃东西？,1
我的肉蛋奶[大哭],1
所以螨虫都顿顿吃肉[doge]，而你却需要保护巴西雨林[doge],1
坐在床上看这个视频是种怎样的感觉？,1
扎心了[惊讶],1
我起来了 站在房间中间,1
作为北方人，只要环境湿度足够干，螨虫就别想靠近我[OK],1
杀敌八百自损一千[doge]一起床鼻子喉咙里全是血,1
别说了，嗓子已经有感觉了。。。,1
那你肯定不怎么过敏，过敏的人是杀敌八万自损一千。,1
您掉的皮肤碎片，引发一系列螨虫入侵，请尽快兑换英雄，与螨虫对战！,1
皮肤碎片可以兑换英雄了？！,1
头皮碎片可以么[妙啊],1
您掉的伞兵碎片，引发一系列达不溜入侵，请尽快兑换伞兵，与达不溜对战！,1
现在正在南方读书，空气是真的潮湿，不够还好我没有螨虫过敏。,1
南方读书+1一开学皮肤病就加剧，天天发痒,1
请问收了多少钱[呲牙]吴松磊先生有给宁送肉蛋奶和海鲜吗[微笑],1
去年在海口免税店逛了一圈，最大的发现是iphone和airpods还没拼多多上的便宜[doge],1
真正的免税店vs虚假的免税店,1
好像免税的是奢侈品，其他的都没啥区别，包括耐克这种,1
好家伙，我对这你的头像吹了一下[微笑],1
不买立省100%,1
你是在叫我吗,1
我叫的是阿拉伯数字那个，不是你[tv_冷漠],1
你以为你薅了羊毛，其实你就是羊[妙啊],1
两脚羊[doge],1
这个物种得几年后才能出现[辣眼睛],1
赞高了所以被删了···补下吧[妙啊]  ：回形针大佬~做一期BCI绿色棉花认证的解密科普视屏呗~讲讲其和美国的关系~,1
表面：部分免税实际：一瓶水8元，可乐10元，泡面15元[偷笑],1
免除增值税，增加智商税,1
还有机票钱,1
这个对于打算去旅游的人比较划算，随便买买买,1
免税店其实还挺不错的！三亚有免税城，海口也有的，日月广场里面有很多免税品牌。欢迎大家来海南玩！,1
主要消费太高[doge]去东南亚玩一圈还没海南贵,1
海大毕业的，反正我护肤品都是让学弟从免税店给我带，准备啥时候再回去玩一趟~好想念海南啊,1
真的比京东什么的便宜吗？[微笑],1
3：44那里，机票和文字错了，离岛应该是三亚到上海[笑哭][笑哭],1
好家伙，九条回复只剩四个[嗑瓜子],1
为了你，特意回去看了一下,1
回形针日常搞错不严谨[doge][doge][doge],1
我能去免税店里买3060吗[doge],1
[doge]不能，但是你能去免税店买3070[脱单doge],1
空气到处都有，为啥要去免税店买[doge],1
这一期做的一般般,1
为什么这双面针还没凉啊,1
因为我们还在吃肉蛋奶，还在毁雨林[doge],1
怎么这货还没凉啊，团团都动手开撕了居然能活到现在，看来陈叔叔也想赚美金啊[辣眼睛],1
3分40的“2025/7”或许是未来解密的线索，到时候中了踢我一下谢谢[doge],1
你也想要抽粪车碎片？？[吃瓜][吃瓜],1
有什么寓意,1
电子产品海淘不是更便宜么？ 免税店主要是买化妆品、奢侈品这些的吧？,1
海淘也是要被海关扣下缴税后，才能继续运输,1
回復 @野生呱呱鸡 :交了关税有些也挺划算的啊。比如rog这些,1
托关系淘了一台外星人笔记本，京东价格一万八，海淘1万二，但是过程真的让人心惊胆战[doge],1
加上路费，住宿，游玩，旅游，羊毛出自我自己,1
pdd有时候价格还好，但质量不太有保障，没敢买过，都是出国自己带或者让朋友带,1
就是因为怕代购，所以一开始是不对海南人免税的[辣眼睛]你懂吧。,1
因为没有中间商赚差价[OK],1
其实，国内的大型自营电商比如jd应该也是直接拿货的吧，跟这集视频里的免税店定位很相似，不过是还要缴税,1
其实减免的大头还是消费税和各大税，免税店一层收的差价比正常环节三四次中间商收的差价都多，这些奢侈品税费太贵了,1
感觉这次配音剪辑有些地方不太连贯啊，包括42.5%那个地方，还有好几个记不清楚的地方，能听出比较明显的。以往好像没有出现过这样的情况啊，希望以后能保持水准,1
可能是肉蛋奶吃多了 对不起,1
因为他肉蛋奶吃多了,1
可能肉蛋白吃少了吧[doge],1
建议做科学，技术，工程方面的题材，这种感觉不硬核,1
硬核。。。一群专做视频的人以为看了两篇文献以为自己就硬核了，真笑死大牙了,1
up普及的知识不是自己专业看着还挺有道理真涉及到你专业你会发现漏洞百出,1
肉蛋奶吃多了，做不出来[妙啊],1
为啥日上比三亚免税店便宜多了,1
为啥我看成了三上悠亚……[辣眼睛],1
一哭二闹三悠亚  四书五经小野六花,1
我更在乎免税店能让我买到2499的3060吗[吃瓜],1
2080收2080,1
1060收1060,1
增值税不是只加一次吗，怎么还每次都加,1
"视频里面应该说的是""流转税""........",1
我记得高一政治书经济生活的解释是，在每一次商品流转中征税，而不是像以前一样只在最后一环征税,1
加价后的利润部分也要收啊 当然不是一次,1
免税了钱包也不允许我拥有,1
头像昵称不错[妙啊],1
基本上是奢侈品吧，电子产品似乎很有吸引力，这些地方的代购应该会很火,1
代购一般都是相对低价区海淘代购吧。免税店代购[tv_黑人问号],1
岛民去上学的时候可以随便帮同学代购,1
我已经10天没吃肉蛋奶了，也没买国营垄断的食盐了，不喝花了5000亿的南水北调的水了，躲避着监控我们的摄像头，在心里咒骂人工降雨，也在心里记住了拆那的地图了，再也不去看国足球赛了，回形针能不能分我点美元啊[吃瓜],1
你这个假粉丝，人家叫两面针不叫回形针[doge],1
两面针牙膏还是很不错的，别殃及无辜，建议叫阴阳针,1
互联网是有记忆的，回形针，只要你一天不换账号，我们一天就记得你做过什么事，而且这种事不是错误这么简单，如果还有下一次，继续让全网知道你们在干嘛,1
所以最关键还是在于快速冷冻技术,1
饺子里边有肉 我可以吃吗,1
"今日一袋饺,明日林里烟,不行",1
别吃啊，等我从亚马逊回来你再吃[doge],1
首尾呼应，开头说各地号召就地过年，结尾说一个人吃饺子少了团聚的气氛。我觉得你们科普饺子就科普饺子，别扯那些有的没的,1
有意向去BBC应聘吗？,1
好家伙！给了多少钱啊，这层楼里的洗地的还不少，给个群号，一起挣啊，大过年的，我挣点压岁钱[doge],1
回形针的粉丝真的恶心，恶心至极,1
开头视频里那个饺子煮的，一开锅盖发现碎裂一锅的事，我从小到大吃我妈包的饺子，没遇到这事……我家新疆的，冬天包好饺子摆在高粱杆杆扎的圆板子上，放在外头冻，如果外头冻不住就放冰箱里冻，冻好了再装塑料袋里放外头，没有一次是煮的烂了一锅……直到看了这个视频，我才想明白为什么电视里经常打包饺子专用的面粉，前几天我还给我妈说“谁傻了吧唧买这一大袋面粉专门包饺子的？”，原来包饺子不光是个技术活还是个经验活[喜极而泣][喜极而泣][喜极而泣],1
加点肉就更好了,1
我的雨林😭我的雨林😭我的雨林😭我的雨林😭,1
俺媳妇吃素 她包的素饺子冻了后煮出来很容易就一锅汤了,1
专业煮饺子，第一次沸腾时候，加入冷水，这样饺子皮就不会破了,1
我们这边流行的做法是三次水。就是加三次冷水，最后一次沸腾就熟了。,1
你吃的饺子是肉的吗？,1
在工厂里干过，再也不吃速冻水饺了,1
每天都偷偷吃，现在看到就想吐[滑稽],1
连过WiFi，再也不上网了,1
我2009年在面包厂做过暑假工，上海挺有名的，他们把烂掉的草莓用大盆放水捞一捞，然后榨汁，，送去门店正常卖，很多在食品厂上过班的人，都说食品厂一言难尽，别啥都不懂，就瞎比比，很多东西是没有可比性的！[嫌弃],1
大半夜看饿了。。。我要叫我妈包饺子,1
不要加肉，你没吃一口肉巴西雨林就会多一缕烟,1
大致讲一下回形针这种公知的科普思路：1.首先讲一个冷知识（比如酒的历史、树的历史）2.顺便提出一个基本正确的观点（比如喝酒不健康、种地要砍树）3.引出一个跟中国有关的疑问（酒不健康中国人还爱喝酒，种地要砍树中国人还爱种地，为什么呢？）4.暗示你聪明的读者自行得出结论（当然是因为中国人不行）5.换一个角度，再写下一个冷知识。全程你好像没有撒谎，你也没有直接说中国人不行，为什么你“聪明”的读者会认为中国人不行呢？当然是因为中国人真的不行！,1
装睡的人你是叫不醒的,1
为什么不把一坨一坨馅冻好再包到皮里,1
花生你发现了盲点,1
皮和馅之间会有空隙，煮的时候空气膨胀会把皮撑破，而且冻两次会增加成本(｀・ω・´),1
工艺复杂化，良品率下降，成本大幅上升，不咋可行,1
速冻饺子35%的馅含量的国家标准这定的也太低了吧……你说这是小包子我都信。,1
一分钱一分货，消费者会用钱投票。而且吃饺子一般也是现做的和自己包的居多，速冻不是主流。,1
我的🥩🥚🥛😭我的🥩🥚🥛😭我的🥩🥚🥛😭,1
我的肉蛋葱。。。奶😭,1
所以这就是自家饺子放冰箱容易冻裂的原因吗[笑哭]我还在想是不是饺子皮不好呢,1
饺子皮不影响巴西雨林就没啥[微笑],1
但饺子馅会,1
你吃一口饺子，我的雨林就少一棵树[大哭][大哭][大哭],1
虽说刷的人影响评论区，不过能提醒回形针本分的，不再阴阳怪气的输出奇怪的价值也不错。自己做的事自己承担，屁股摆正，该解雇的解雇。,1
要是这种人都能让它过去，娱乐圈东西过不去,1
看我来示范阴阳怪气科普视频更重要！！！！我们家针针这么优秀这么努力了！！！麻烦视频下请不要刷肉蛋奶和人身攻击！！！！观感不好！！！感谢,1
他最该解雇他是自己中国人的身份,1
这算是个正常科普了吧。希望以后都这样。,1
不不不，这种反华媒体就没有所谓“正常科普”，只有在潜伏中等待时机。拿了反华基金的公知，根本不存在知错就改这个选项。,1
时不时夹带私货，搞意识形态，这是很恶心的,1
看似正常的科普，目的只是淡化自己的问题以及转移网友的矛盾。等风头一过，回形针又会将私货夹杂在自己的视频里。所以，面对这样的“歪屁股”up主，我们要做的应该是不断的抵制，不能有一丝松懈。,1
视频这么好，UP什么时候和BBC合作一期？,1
感谢拜登上台，让我们能一直看到up高质量的视频,1
很快的，中国人在新年期间所浪费的食物到底可以让多少个非洲家庭吃多少天。,1
回形针：你不能因为这几期错误的视频而否认我们这几年的努力BBC：你不能因为我黑中国的视频而否认我们这几年的努力[OK],1
不好意思BBC已经被禁言了，我就想知道回形针什么时候禁言,1
那开膛手杰克还没被枪毙呢,1
BBC已经人没了,1
割地赔款都没你割得多，直接把下面的领土给抹掉了,1
我哈哈哈哈哈哈哈哈哈哈,1
哈哈哈(ಡωಡ)hiahiahia,1
哈哈哈哈哈哈哈哈,1
拜登上台后回形针的视频质量都高了，果然是经费足了呢,1
都让你高完了,1
互联网还是有记忆的[偷笑]洗的属实搞笑,1
置顶热评和按时间看的评论完全是两个世界[笑哭][笑哭][doge],1
那些孝子洗的苍白无力，我都懒得理了[doge],1
刚发视频时热评都是骂的，之后就删干净了，只剩下洗白的，不过奈何还是清醒的人多。,1
低情商：如何评价回形针粉丝越更越少？高情商：还有300万理中客,1
好奇，原来他多少粉？,1
原来粉没有现在多，他一直在买粉的,1
其实一直在涨，200w涨到300w。B站粉丝数越来越没含金量了,1
中国人每吃一个水饺🥟，巴西的雨林中就会冒出一缕烟,1
饺子馅有肉，论证还就那个成功,1
好家伙，合着巴西雨林里面的坟都在冒青烟呐[doge][doge],1
不要再发无关东西黑了，它真是无辜的，我平时很喜欢看他视频科普，我知道这事件只是他小错误，不是它屁股不正，更不是不让吃肉。顶我上去，让更多人知道我脑子有病,1
好家伙，大刀差点没收住[微笑],1
极限一换一[笑哭],1
不至于不至于,1
我吃的是素馅的，请问回形针可以给我磕个头吗[滑稽],1
不行，素馅含盐，建议吃白饺子,1
建议直接吃面，毕竟煮面汤还得用南水北调的水。,1
你吃的饺子，用的也是200多的玫瑰盐吗？不是就赶紧给我吐出来，巴西雨林在看着你呢！[吃瓜],1
视频仔细看完了，后面的回答的问题也都暂停逐字看完，你们做的视频不敢说全部都看过，但也看的七七八八。就是有一个很大疑惑，你们作为一个科普类UP为什么屡屡犯些低级错误，并且视频都带点主观意识的。科普类不应该是客观的吗?我看后面你们直面回答的那些问题基本都是这两种问题。按现在国情，地图那一期没给封杀已经是很大的庆幸了。如果自身没有破绽，自然也就金刚不坏。,1
因为那些视频立意就是朝着噱头吸引人的角度去了，这样才容易吸引到核心粉丝，后来出圈吸引到大量粉丝被喷了再也不敢了。,1
就跟椰树的广告一样，只是去年被工商局警告了才改,1
为什么会犯错，不是临时工也不是看走眼也不是软件故障，只有四个字“预设立场”，而他们的立场，呵呵。,1
感觉很多回形针的支持者其实都是沉默不说话的理性人…,1
是啊，也可能根本没去过油管，也不知道巴西热带雨林[OK][OK],1
你没发现帮它说话的都是2 3级的号吗[歪嘴],1
感觉很多回形针的反对者其实都是沉默不说话的理性人…,1
你家视频质量动画特效确实可以，输出内容我不予置评也没有讲到我的专业领域，评论区吵成这样up应该反思一下而不是为自己开脱和辩解。,1
这就是公知的套路罢了。它也就是个棋子。这类人背后没有组织我是不信的。我很难想象一个聪明人是多恨国家，恨不得每时每刻的捣乱国家。阴阳怪气。,1
就一个小小的📎有什么坏心思呢[doge][doge][doge][doge],1
回形针牌肉蛋奶，中国驰名双标。,1
说实话，不好评价。感觉两边都有点一言难尽……就回形针还是挺避重就轻的，有些问题回答的很套路化。赛雷就感觉准备很不足，有蹭热度的嫌疑....,1
避重就轻还不够？去年三月出事赛雷不发，今年发，还是小号发，蹭热度？,1
去年三月塞雷说了看到后懒得理直接拉黑了，结果今年小号看到他了，才想起这件事，然后看到他越来越火了但还是有很多的问题，价值观扭曲，所以他就发视频来锤了,1
照搬些赛雷自己的原话：他出视频提问题的目的，一开始只是因为直播间问回形针的人太多，问烦了所以才做的视频，没预料到会有这么大影响。视频也并没有打算蹭热度，因为如果想蹭，肉蛋奶刚出的那个时候热度更好，想蹭的话那个时候就该蹭了。准备不足也确实，前两天他直播的时候就说自己还没准备好问题。,1
当回形针主观为好的情况下：因为犯下的政治错误无法得到“罚”，观众无法平息，或许粉丝的反对本身就是一种罚。我个人观点：回形针是知识传播者，造成错误非本意，改了就行，如果恶意则抵制。看了b站被首页推荐的一个知识U盘主(长的像雪人⛄那个)做了一期他为什么讨厌回形针，看到回形针至今还未解决的问题：食盐篇中的用词“垄断”“暴利”！此问题仍未更改；肉蛋奶 监控摄像头篇中的内外网标题问题，现在已经删除外网稿件，此问题就是两面针称呼的由来，在与批判者的对话中大可提出确实有标题党倾向，是否提及以后会统一的态度我没看到(可能是我漏了)，然后就是内容 内容导向让观众理解为作者在肆意针对抹黑，你要知道你在中国面向的用户是谁！；标题为了吸引人我赞同，描述事实我赞同，但作为知识媒体用词激进是不应该的，作为知识up题材不应选肉蛋奶这种因果评论有争议的（有些词穷无法描述这类涉政治视频的类型）题材应该选择应该注意以上,1
想知道您说的这个“非本意”的结论是怎么的出来的？您是回形针肚子里的蛔虫吗怎么这么清楚呀？,1
只要得不到罚，那公众性媒体犯错误的成本就太低了，群众的反对，是社会进步的体现，认真探讨如何解决问题，不要演变成站队问题,1
协和式客机有二十多年的完美安全记录，但法航4590航班一百二十秒的事故就葬送了一切。其他的方面做的再好，也不应成为错误的借口,1
那是因为地上有dc10的碎片，割破了油箱，只是一条导火线，主要原因还是生不逢时，运营成本太高。,1
事故后为了符合飞安要求改进，全机大幅增重，所以才运营成本高，且事故后乘客数剧烈下降，所以才入不敷出停运的。所以事故是主因，要是一直高成本，资本还会让你飞20多年？,1
葬送协和的不只是事故，如何事情都是很多复杂关系交织，然后各方利弊权衡的结果，不要简单粗暴的下结论像个营销号,1
一定要看完视频再发表意见！一定要看完视频再发表意见！,1
看完了……老样子……死不悔改，没救了,1
喷你的“理中客”有点多，好惨[喜极而泣],1
看了，避重就轻，《直  面  问  题》,1
互联网最麻烦的是错误的信息如何处罚，道歉往往是不足的，也不容易传达到但像这样总是挖重复的问题对作者也是伤害，对观众也浪费精力，马前卒提到的用流量量化赔偿虽然很理想，但回形针说不定能做到呢，毕竟回形针的能力还是有的,1
我一开始看热评全是抵制的，结果tm突然一瞬间出来这么洗的上了，本来说什么“冷静”的评论是没有的，结果突然一下子上了几个描述冷静的热评，真有你的啊回形针[OK][OK][OK]我这个评论刚刚放在说吴冷静的热评上被删了屮,1
都别吵了，安心看科普不行吗？我想就是有嫉妒的人恶意陷害回形针哥哥，我是哥哥最忠实的粉丝，每期都能从哥哥这里得到优质的知识，只是渐渐的，我也有了自己的想法了。哥哥可以为我科普以下内容吗？我对此非常感兴趣，都为你们想好标题了【回形针PaperClip】美国人的强壮离不开它，丰富的肉蛋奶组成的特色菜单【回形针PaperClip】人均有车的美国人，如何拥有实惠的油价【回形针PaperClip】全球变暖是谣言？退出巴黎协定的美国有这些深思熟虑【回形针PaperClip】发展的基石，美国居然在这上面领先中国两倍，人均碳排放【回形针PaperClip】美国人总能在一段时间中买到低价的实惠盐，背后竟有他们在努力，良心盐企【回形针PaperClip】为了保护全世界，美国的超级计划，棱镜【回形针PaperClip】即便背上罪恶，也要为人类医学做出贡献，美国战争过后勇敢接收它们的知识【回形针PaperClip】如何保护少数群体，美国做出了他的选择，带你揭开保护印第安人特区的秘密看到后赶紧复制吧朋友们，我们一起向哥哥表达自己的渴求，一向宠粉的up会找来数不胜数的美国论文为我们科普的。我只是个想要接受回形针科普的青年，大家不要喷我，科学知识都会有纰漏的，数学家都无法证明1+1=2，回形针只是个科普up。这些都是b站最受欢迎的选题，如果回形针哥哥去做，不是当日榜一，我甚至可以女装发动态。(ง •_•)ง,1
往错误方向引导的夹带私货的科普不如不做，这不就是早期公知干的事儿吗。,1
别搞了朋友们 回形针要是再出错咱们再冲了他好不好 我就想好好看个科普[大哭],1
如果你觉得是科普，那么只代表他没讲到你的专业领域，或者你没有专业领域。,1
有些甚至不需要你有专业知识，巴西雨林问题，如果你上过高中并且学的文科，肉蛋奶简直是扯淡，这个真的是很低级很低级的错误,1
喜欢两句话，一句回形针讲到了你的专业领域，还有一句，你没有专业领域。,1
“如果只选考的最差的几场剪辑在一起，那每一个人都会被剪辑成一个差学生”,1
如果这几场最差的考试都是错在同一问题上，那么就是态度问题了。,1
没发挥好和故意出错不一样，问题就在于回形针说他们不是故意的，但是没人信,1
你去看那些错误的地方不是该错的就像你错一个大题老师表示理解你错一个平时讲过许多遍的题目老师恨不得踹你一觉,1
啊，我只看视频，不站队。我觉得视频给我科普的很有用，喜欢看视频有什么问题吗,1
科普没问题，关键是科普夹带私货啊，潜力默化的给你灌输一些不对的概念,1
老哥明白人  无形输出最为恐怖  自媒体应该被好好监管了  不能让那些屁股歪的存在,1
在看视频之前首先应该有作为中国人的基本道德吧,1
"自媒体门槛低了很多 ,会自发思考职业道德的人的比重也被稀释了 .在浏览(利益)面前 ,大程度情绪波动倾向的视频变为了主要目的(因为更吸引眼球) ,最终结果也只是透支人们对自媒体的信任而已....最终 ,媒体的含金量 ,只会被人们自动认为""媒体?娱乐行业而已 ,看看就好""....",1
我说说而已,1
事实证明，自由化发展本身就是有局限性的，而且非常容易受到外来因素的影响，必须由国家这只大手来调控，及时纠正。所以，网络媒体更缺的是管理机制，，，，,1
能不能出一期美国人大量浪费粮食的视频？出一期美国棱镜门监控全球人的视频？出一期美国全世界200处病毒生化实验室的视频？出一斯美国医学人体实验视频？出一期美国人均碳排放的视频？[doge],1
出了也就没人叫他两面针了,1
多出几期可以乘着热度增加播放量还可以改变网友的观点，何乐而不为呢[doge],1
@回形针PaperClip 吴松磊，我已经10天没吃肉蛋奶了，也没买国营垄断的食盐了，不喝花了5000亿的南水北调的水了，躲避着监控我们的摄像头，在心里咒骂人工降雨，也在心里记住了拆那的地图了，再也不去看国足球赛了，回形针能不能分我点美元啊[大哭][大哭][大哭],1
中国人的肉蛋奶消费，未必能影响巴西森林的存在但美国的海外驻军，却可以实实在在的减少伊拉克的过剩人口,1
别忘了还有澳大利亚的海外驻军,1
我已经10天没吃肉蛋奶了，也没买国营垄断的食盐了，不喝花了5000亿的南水北调的水了，躲避着监控我们的摄像头，在心里咒骂人工降雨，也在心里记住了拆那的地图了，回形针能不能分我点美元啊,1
你账号都没给他他怎么打钱？[doge],1
出一期美国人大量浪费粮食的视频出一期美国棱镜门监控全球人的视频出一期美国医学人体实验视频出一期美国人均碳排放的视频仅仅实话实说就够了。不是站在全人类立场上吗[吃瓜],1
《为什么美国人一年要浪费那么多食物》《为什么美国油价那么便宜》《为什么美国要退出巴黎气候协定》[doge][doge][doge],1
主要收入靠美金的针针割割，你猜他敢不敢,1
哈哈，这怂逼不敢的，毕竟金主爸爸[吃瓜],1
【回形针】中国如何用摄像头监控13亿人【回形针】美国如何用摄像头保护72亿人[doge],1
应该是这样：低情商：中国如何用摄像头监控13亿人高情商：美国如何用摄像头保护72亿人,1
不应该是美国如何用舰队保护72亿人吗[doge],1
美国如何用德特里克堡保护地球🌐,1
你说错一次，没事，人非圣贤孰能无过。你说错两次，也没事，事不过三。你说错三次，无心之失在所难免。但你每次都说错，而且错的很有逻辑，很有欺骗性。你每次错的都是针对中国的言论，每次错的都是在很多事实逻辑中夹带的私货。每次错的都是你主观猜测的同一种价值观导向。这就很值得思考了。无心之失在所难免，滴水不漏岂是无心？,1
你的评论我喜欢，视频作者马上删[吃瓜],1
我之前都被拉黑一个号了,1
有些小年轻觉得这不重要，只要科普内容有干货就行。殊不知已经步80.90被洗脑一代的后尘。现在80.90骗不到了，又来祸害00后,1
希望出一期《为什么北美的印第安人越来越少》,1
《感恩节》[点赞],1
人家感恩的是上帝，不是原住民，不要搞错了[妙啊]对，说的就是你，那边的印第安人.jpg,1
因为他们的心里只有感恩,1
希望回形针能够帮忙科普一下每年美国食用食物的总量和人均消费量，还有每年美国食物的浪费量，顺便科普一下美国每年的能源消耗总量和人均消耗量，希望回形针能够科普下美国每年的碳排放量，和人均碳排放量，希望回形针能够就美国售盐的公司或集团进行科普一下，希望能够得知美国的具体的售盐价格于价格波动，且该类型公司是否存在垄断行为。,1
你这个，够狠，我喜欢[滑稽],1
他敢，反了它了[doge],1
你这评论区就干净的离谱，回形针的粉丝呢？快来对线啊[吃瓜],1
低情商：回形针歪屁股高情商：回形针视频质量堪比BBC,1
都让你懂……哦我也这么觉得啊，那没事了[W-哈哈],1
除了BBC的纪录片[妙啊],1
小时候玩蹦极，用的就是这样的威亚衣，不得不说，那裆部是真的硌得慌，事后我妈还说我真淡定，我笑了笑，心想，其实那是惊吓和疼痛中和之后的呆滞[doge],1
建议楼主学习回形针，删评论[吃瓜],1
有人谣传回形针是歪屁股，我在这里澄清一下，这不是谣言,1
吃点鸡蛋以形补形,1
立 体 机 动 装 置[doge],1
立体机动装置比这个高级多了,1
删了让我发[doge][doge],1
绿幕的那一边，是敌人如果把所有吊威亚的都赶走，我们就可以不用演戏了吗,1
3分55秒的公式好像有问题，长度不用加h,1
绳子的起点是应该按地面算的。不加h是滑轮到目标点的距离，加这一段h指的就是从地面再到滑轮的距离。,1
擦撞头像了[doge],1
别问，问我玩威亚就是想当调查兵[doge],1
那你这立体机动装置造出来得烧毁足足3片巴西雨林啊[大哭],1
你们从哪获取的评论模板呢？比如哪个男孩不爱xx，好看，巨人之类的[doge],1
立 体 机 动 装 置[doge],1
立体机动装置比这个高级多了,1
删了让我发[doge][doge],1
绿幕的那一边，是敌人如果把所有吊威亚的都赶走，我们就可以不用演戏了吗,1
哪个男孩不想再天上旋转呢[害羞],1
水军语法：哪个男孩不想xx,1
兵长直呼内行,1
立体机动装置雏形[doge],1
请问哪里可以买到你们的服务，我朋友圈没人点赞和评论，可太没面了，私聊我哈[doge][doge],1
“亚”只读第四声，不读“哑”。,1
所以有人做受力分析吗[doge],1
受 力分析[doge],1
不要想歪了！！！！！,1
请问哪里可以买到你们的服务，我朋友圈没人点赞和评论，可太没面了，私聊我哈[doge][doge],1
一直以为威亚绳是钢丝,1
请问哪里可以买到你们的服务，我朋友圈没人点赞和评论，可太没面了，私聊我哈[doge][doge],1
这次的播音，南边的口音略重啊[doge],1
美国口语？,1
哈哈哈干的漂亮[嗑瓜子],1
吊威亚如何让你飞檐走壁？吊着呗[辣眼睛],1
樱梦貘只会拉黑么[吃瓜],1
你针针不给你撑腰吗[吃瓜],1
三联支持一波[doge],1
手头紧 有群拉我一个,1
群号就是14381438，纯做好事，别谢我[doge],1
你是活人还是机器人啊 回答一个,1
吊威亚...感觉好难,1
请问哪里可以买到你们的服务，我朋友圈没人点赞和评论，可太没面了，私聊我哈[doge][doge],1
这个最后相框整活给你个赞,1
请问哪里可以买到你们的服务，我朋友圈没人点赞和评论，可太没面了，私聊我哈[doge][doge],1
ADRC的A是active不是auto,1
ADRC，全称叫做Active Disturbance Rejection Control，中文名是自抗扰控制技术。这项控制算法是由中科院的韩京清教授提出的。韩教授继承了经典PID控制器的精华，对被控对象的数学模型几乎没有任何要求，又在其基础上引入了基于现代控制理论的状态观测器技术，将抗干扰技术融入到了传统PID控制当中去，最终设计出了适合在工程实践中广泛应用的全新控制器。,1
but上课的时候老师说韩教授整定pid的方法其他人很难掌握，别人整定个把星期没搞定请他来一会儿就整定好了。后来有个外国人对韩教授的方法进行了改进，进行简化，虽然效果弱化但是简单很多。,1
想起了来自星星的你也有威亚，要害千颂伊的人对威亚做手脚,1
